Rank	4gram	NumberOfTimes
166	(u'under', u'sec', u'tion', u'of')	4350
167	(u'an', u'amount', u'equal', u'to')	4339
168	(u'an', u'effective', u'date', u'note')	4334
169	(u'section', u'title', u'section', u'title')	4284
170	(u'that', u'the', u'amendments', u'made')	4284
171	(u'on', u'the', u'date', u'of')	4274
172	(u'of', u'the', u'house', u'of')	4270
173	(u'provided', u'that', u'the', u'amendments')	4217
174	(u'of', u'referred', u'to', u'in')	4173
175	(u'of', u'the', u'internal', u'revenue')	4171
176	(u'the', u'date', u'on', u'which')	4137
177	(u'as', u'amended', u'which', u'is')	4137
178	(u'title', u'effective', u'date', u'of')	4124
179	(u'to', u'the', u'extent', u'that')	4118
180	(u'under', u'the', u'provisions', u'of')	4071
181	(u'stat', u'and', u'amended', u'pub')	4059
182	(u'under', u'this', u'section', u'shall')	4050
183	(u'effective', u'date', u'note', u'under')	4011
184	(u'section', u'of', u'title', u'and')	3997
185	(u'ch', u'stat', u'as', u'amended')	3987
186	(u'paragraph', u'of', u'this', u'subsection')	3986
187	(u'the', u'united', u'states', u'in')	3979
188	(u'generally', u'ante', u'this', u'heading')	3979
189	(u'amendment', u'note', u'under', u'section')	3962
190	(u'this', u'title', u'and', u'tables')	3930
191	(u'as', u'part', u'of', u'the')	3917
192	(u'for', u'text', u'of', u'to')	3893
193	(u'the', u'secre', u'tary', u'of')	3867
194	(u'the', u'amendment', u'made', u'by')	3850
195	(u'provisions', u'of', u'this', u'chapter')	3844
196	(u'except', u'as', u'otherwise', u'provided')	3842
197	(u'effective', u'oct', u'see', u'section')	3837
198	(u'prescribed', u'by', u'the', u'secretary')	3822
199	(u'is', u'classified', u'generally', u'to')	3778
200	(u'the', u'united', u'states', u'for')	3735
201	(u'the', u'first', u'day', u'of')	3730
202	(u'shall', u'be', u'subject', u'to')	3729
203	(u'title', u'title', u'section', u'title')	3702
204	(u'from', u'time', u'to', u'time')	3701
205	(u'taxable', u'years', u'beginning', u'after')	3698
206	(u'with', u'respect', u'to', u'which')	3695
207	(u'provisions', u'of', u'this', u'section')	3655
208	(u'apply', u'with', u'respect', u'to')	3655
209	(u'provisions', u'set', u'out', u'as')	3650
210	(u'the', u'united', u'states', u'of')	3649
211	(u'made', u'by', u'this', u'section')	3644
212	(u'other', u'provision', u'of', u'law')	3634
213	(u'notwithstanding', u'any', u'other', u'provision')	3632
214	(u'the', u'date', u'of', u'enactment')	3628
215	(u'the', u'united', u'states', u'to')	3619
216	(u'the', u'united', u'states', u'shall')	3613
217	(u'the', u'case', u'may', u'be')	3608
218	(u'amended', u'which', u'is', u'classified')	3595
219	(u'as', u'the', u'case', u'may')	3591
220	(u'the', u'case', u'of', u'an')	3584
221	(u'this', u'section', u'shall', u'apply')	3545
222	(u'date', u'of', u'enactment', u'of')	3543
223	(u'set', u'out', u'in', u'the')	3518
224	(u'this', u'title', u'title', u'sections')	3516
225	(u'title', u'section', u'title', u'sections')	3479
226	(u'the', u'department', u'of', u'the')	3463
227	(u'act', u'june', u'ch', u'stat')	3463
228	(u'act', u'of', u'referred', u'to')	3460
229	(u'stat', u'section', u'referred', u'to')	3451
230	(u'the', u'secretary', u'of', u'state')	3438
231	(u'purposes', u'of', u'this', u'subsection')	3434
232	(u'as', u'the', u'secretary', u'may')	3409
233	(u'of', u'chapter', u'of', u'title')	3365
234	(u'of', u'this', u'title', u'as')	3319
235	(u'chapter', u'of', u'this', u'title')	3296
236	(u'may', u'be', u'necessary', u'to')	3294
237	(u'the', u'appendix', u'to', u'title')	3288
238	(u'the', u'secretary', u'of', u'health')	3263
239	(u'after', u'dec', u'see', u'section')	3260
240	(u'be', u'cited', u'as', u'the')	3259
241	(u'pursuant', u'to', u'section', u'of')	3239
242	(u'of', u'title', u'and', u'tables')	3236
243	(u'bankruptcy', u'rules', u'and', u'official')	3224
244	(u'as', u'determined', u'by', u'the')	3223
245	(u'may', u'be', u'cited', u'as')	3214
246	(u'in', u'the', u'appendix', u'to')	3176
247	(u'of', u'this', u'title', u'to')	3164
248	(u'this', u'title', u'shall', u'be')	3155
249	(u'the', u'secretary', u'of', u'agriculture')	3147
250	(u'and', u'revision', u'notes', u'revised')	3144
251	(u'sections', u'and', u'of', u'title')	3140
252	(u'first', u'day', u'of', u'the')	3137
253	(u'referred', u'to', u'in', u'title')	3134
254	(u'of', u'the', u'office', u'of')	3123
255	(u'for', u'text', u'of', u'and')	3113
256	(u'set', u'out', u'as', u'notes')	3105
257	(u'determined', u'by', u'the', u'secretary')	3100
258	(u'the', u'united', u'states', u'the')	3097
259	(u'by', u'the', u'secre', u'tary')	3097
260	(u'are', u'authorized', u'to', u'be')	3089
261	(u'for', u'the', u'taxable', u'year')	3067
262	(u'rules', u'and', u'official', u'forms')	3065
263	(u'in', u'original', u'probably', u'should')	3047
264	(u'to', u'taxable', u'years', u'beginning')	3043
265	(u'this', u'section', u'shall', u'not')	3042
266	(u'regulations', u'prescribed', u'by', u'the')	3032
267	(u'by', u'section', u'of', u'this')	3016
268	(u'in', u'the', u'same', u'manner')	3016
269	(u'to', u'of', u'this', u'title')	3013
270	(u'out', u'in', u'the', u'appendix')	3010
271	(u'of', u'not', u'more', u'than')	2997
272	(u'laws', u'of', u'the', u'united')	2986
273	(u'title', u'for', u'complete', u'classification')	2980
274	(u'as', u'provided', u'in', u'section')	2965
275	(u'original', u'probably', u'should', u'be')	2961
276	(u'secretary', u'of', u'health', u'and')	2960
277	(u'necessary', u'to', u'carry', u'out')	2958
278	(u'oct', u'see', u'section', u'of')	2955
279	(u'fiscal', u'year', u'ending', u'september')	2954
280	(u'in', u'whole', u'or', u'in')	2945
281	(u'purposes', u'of', u'this', u'chapter')	2944
282	(u'the', u'purpose', u'of', u'this')	2910
283	(u'whole', u'or', u'in', u'part')	2905
284	(u'out', u'the', u'provisions', u'of')	2896
285	(u'out', u'as', u'notes', u'under')	2893
286	(u'chapter', u'referred', u'to', u'in')	2877
287	(u'title', u'sections', u'title', u'section')	2872
288	(u'in', u'connection', u'with', u'the')	2865
289	(u'so', u'in', u'original', u'probably')	2863
290	(u'days', u'after', u'the', u'date')	2852
291	(u'not', u'apply', u'to', u'any')	2829
292	(u'of', u'enactment', u'of', u'this')	2824
293	(u'the', u'government', u'of', u'the')	2823
294	(u'this', u'subsection', u'shall', u'be')	2818
295	(u'there', u'are', u'authorized', u'to')	2811
296	(u'stat', u'june', u'ch', u'stat')	2793
297	(u'this', u'section', u'the', u'term')	2793
298	(u'as', u'amended', u'by', u'pub')	2792
299	(u'court', u'of', u'the', u'united')	2786
300	(u'the', u'laws', u'of', u'the')	2783
301	(u'under', u'section', u'of', u'the')	2782
302	(u'of', u'this', u'section', u'for')	2777
303	(u'of', u'this', u'subsection', u'the')	2754
304	(u'the', u'meaning', u'of', u'section')	2732
305	(u'sections', u'to', u'of', u'this')	2720
306	(u'years', u'beginning', u'after', u'dec')	2704
307	(u'was', u'repealed', u'by', u'pub')	2694
308	(u'be', u'deemed', u'to', u'be')	2683
309	(u'note', u'under', u'sec', u'tion')	2661
310	(u'this', u'title', u'for', u'complete')	2661
311	(u'which', u'is', u'classified', u'generally')	2657
312	(u'of', u'this', u'title', u'may')	2655
313	(u'out', u'the', u'purposes', u'of')	2634
314	(u'title', u'commerce', u'and', u'trade')	2631
315	(u'title', u'foreign', u'relations', u'and')	2621
316	(u'referred', u'to', u'as', u'the')	2618
317	(u'the', u'secretary', u'of', u'commerce')	2614
318	(u'the', u'provisions', u'of', u'the')	2607
319	(u'ch', u'stat', u'june', u'ch')	2600
320	(u'as', u'used', u'in', u'this')	2600
321	(u'provisions', u'of', u'section', u'of')	2600
322	(u'of', u'title', u'the', u'public')	2598
323	(u'provided', u'that', u'the', u'amendment')	2593
324	(u're', u'ferred', u'to', u'in')	2590
325	(u'of', u'this', u'title', u'amendment')	2562
326	(u'the', u'provi', u'sions', u'of')	2560
327	(u'ch', u'stat', u'related', u'to')	2560
328	(u'the', u'approval', u'of', u'the')	2555
329	(u'classified', u'to', u'section', u'of')	2547
330	(u'title', u'crimes', u'and', u'criminal')	2518
331	(u'or', u'in', u'the', u'case')	2515
332	(u'that', u'the', u'amendment', u'made')	2509
333	(u'is', u'classified', u'to', u'section')	2492
334	(u'the', u'basis', u'of', u'the')	2490
335	(u'by', u'section', u'of', u'pub')	2482
336	(u'act', u'of', u'as', u'amended')	2451
337	(u'amount', u'equal', u'to', u'the')	2450
338	(u'the', u'secretary', u'is', u'authorized')	2446
339	(u'as', u'provided', u'in', u'subsection')	2443
340	(u'of', u'this', u'chapter', u'and')	2436
341	(u'foreign', u'relations', u'and', u'intercourse')	2432
342	(u'title', u'ii', u'oct', u'stat')	2428
343	(u'title', u'banks', u'and', u'banking')	2421
344	(u'crimes', u'and', u'criminal', u'procedure')	2419
345	(u'of', u'section', u'of', u'the')	2417
346	(u'subject', u'to', u'the', u'provisions')	2416
347	(u'the', u'jurisdiction', u'of', u'the')	2402
348	(u'provided', u'in', u'part', u'that')	2396
349	(u'this', u'title', u'shall', u'apply')	2386
350	(u'shall', u'take', u'effect', u'on')	2378
351	(u'of', u'the', u'act', u'of')	2378
352	(u'amending', u'sections', u'and', u'of')	2378
353	(u'united', u'states', u'court', u'of')	2372
354	(u'the', u'end', u'of', u'the')	2371
355	(u'for', u'each', u'of', u'the')	2370
356	(u'effective', u'date', u'of', u'this')	2368
357	(u'general', u'ly', u'this', u'index')	2366
358	(u'to', u'in', u'title', u'section')	2362
359	(u'to', u'carry', u'out', u'this')	2354
360	(u'carry', u'out', u'the', u'purposes')	2330
361	(u'accordance', u'with', u'the', u'provisions')	2319
362	(u'of', u'section', u'of', u'title')	2312
363	(u'of', u'this', u'title', u'page')	2305
364	(u'to', u'section', u'of', u'title')	2303
365	(u'for', u'any', u'fiscal', u'year')	2299
366	(u'in', u'the', u'federal', u'register')	2298
367	(u'of', u'this', u'title', u'in')	2294
368	(u'in', u'section', u'of', u'title')	2284
369	(u'oct', u'stat', u'amendments', u'subsec')	2281
370	(u'section', u'shall', u'apply', u'to')	2278
371	(u'title', u'referred', u'to', u'in')	2277
372	(u'in', u'ac', u'cordance', u'with')	2271
373	(u'stat', u'set', u'out', u'in')	2263
374	(u'the', u'amount', u'of', u'such')	2261
375	(u'of', u'the', u'armed', u'forces')	2255
376	(u'of', u'this', u'act', u'oct')	2255
377	(u'and', u'the', u'secretary', u'of')	2255
378	(u'date', u'on', u'which', u'the')	2245
379	(u'the', u'requirements', u'of', u'this')	2238
380	(u'secretary', u'of', u'the', u'army')	2238
381	(u'act', u'aug', u'ch', u'stat')	2237
382	(u'judiciary', u'and', u'judicial', u'procedure')	2232
383	(u'title', u'judiciary', u'and', u'judicial')	2229
384	(u'under', u'this', u'subsection', u'shall')	2224
385	(u'sec', u'tion', u'of', u'title')	2202
386	(u'at', u'the', u'end', u'of')	2198
387	(u'the', u'month', u'in', u'which')	2197
388	(u'this', u'chapter', u'shall', u'be')	2197
389	(u'the', u'department', u'of', u'defense')	2192
390	(u'the', u'united', u'states', u'as')	2190
391	(u'shall', u'apply', u'with', u'respect')	2189
392	(u'not', u'more', u'than', u'or')	2180
393	(u'code', u'source', u'statutes', u'at')	2177
394	(u'of', u'the', u'senate', u'and')	2173
395	(u'to', u'in', u'text', u'is')	2163
396	(u'in', u'accordance', u'with', u'section')	2161
397	(u'on', u'the', u'first', u'day')	2155
398	(u'under', u'this', u'sec', u'tion')	2154
399	(u'for', u'text', u'ofa', u'to')	2153
400	(u'as', u'otherwise', u'provided', u'in')	2150
401	(u'without', u'regard', u'to', u'the')	2148
402	(u'in', u'addition', u'to', u'the')	2136
403	(u'sums', u'as', u'may', u'be')	2133
404	(u'of', u'this', u'section', u'or')	2131
405	(u'as', u'provided', u'in', u'paragraph')	2120
406	(u'this', u'section', u'the', u'secretary')	2119
407	(u'by', u'this', u'section', u'amending')	2118
408	(u'references', u'in', u'text', u'section')	2110
409	(u'the', u'united', u'states', u'government')	2101
410	(u'of', u'health', u'education', u'and')	2101
411	(u'or', u'of', u'this', u'title')	2098
412	(u'such', u'sums', u'as', u'may')	2097
413	(u'by', u'reason', u'of', u'the')	2097
414	(u'and', u'section', u'of', u'title')	2094
415	(u'us', u'code', u'source', u'statutes')	2090
416	(u'for', u'any', u'taxable', u'year')	2085
417	(u'within', u'the', u'united', u'states')	2083
418	(u'of', u'the', u'air', u'force')	2074
419	(u'section', u'of', u'title', u'united')	2070
420	(u'source', u'us', u'code', u'source')	2070
421	(u'the', u'public', u'health', u'service')	2069
422	(u'the', u'secretary', u'of', u'labor')	2065
423	(u'the', u'secretary', u'determines', u'that')	2049
424	(u'this', u'title', u'amendment', u'by')	2047
425	(u'under', u'the', u'laws', u'of')	2039
426	(u'carry', u'out', u'the', u'provisions')	2028
427	(u'in', u'excess', u'of', u'the')	2028
428	(u'health', u'education', u'and', u'welfare')	2026
429	(u'amendment', u'made', u'by', u'subsection')	2023
430	(u'the', u'clerk', u'of', u'the')	2021
431	(u'of', u'advisory', u'committee', u'on')	2014
432	(u'oct', u'stat', u'references', u'in')	2014
433	(u'pursuant', u'to', u'this', u'section')	2014
434	(u'enacted', u'as', u'part', u'of')	2011
435	(u'for', u'fiscal', u'year', u'and')	2004
436	(u'were', u'transferred', u'to', u'the')	2004
437	(u'the', u'same', u'manner', u'as')	1993
438	(u'fined', u'not', u'more', u'than')	1983
439	(u'aa', u'of', u'this', u'title')	1980
440	(u'this', u'title', u'may', u'be')	1976
441	(u'with', u'the', u'secretary', u'of')	1975
442	(u'united', u'states', u'of', u'america')	1973
443	(u'notes', u'of', u'advisory', u'committee')	1972
444	(u'in', u'accord', u'ance', u'with')	1971
445	(u'director', u'of', u'the', u'office')	1971
446	(u'title', u'and', u'tables', u'the')	1969
447	(u'the', u'office', u'of', u'the')	1967
448	(u'purposes', u'of', u'this', u'paragraph')	1965
449	(u'before', u'the', u'date', u'of')	1964
450	(u'of', u'this', u'chapter', u'or')	1961
451	(u'advisory', u'committee', u'on', u'rules')	1953
452	(u'the', u'federal', u'rules', u'of')	1950
453	(u'the', u'filing', u'of', u'the')	1941
454	(u'later', u'than', u'days', u'after')	1940
455	(u'section', u'sections', u'of', u'this')	1935
456	(u'be', u'taken', u'into', u'account')	1933
457	(u'section', u'of', u'the', u'act')	1932
458	(u'shall', u'be', u'construed', u'to')	1932
459	(u'secretary', u'is', u'authorized', u'to')	1930
460	(u'the', u'sec', u'retary', u'of')	1927
461	(u'edition', u'for', u'text', u'ofb')	1916
462	(u'of', u'this', u'section', u'to')	1912
463	(u'from', u'the', u'date', u'of')	1908
464	(u'of', u'housing', u'and', u'urban')	1905
465	(u'of', u'this', u'chapter', u'the')	1904
466	(u'rules', u'of', u'civil', u'procedure')	1902
467	(u'the', u'amount', u'of', u'any')	1899
468	(u'be', u'fined', u'not', u'more')	1895
469	(u'section', u'shall', u'not', u'apply')	1893
470	(u'not', u'in', u'excess', u'of')	1892
471	(u'title', u'sections', u'title', u'sections')	1887
472	(u'the', u'close', u'of', u'the')	1886
473	(u'short', u'title', u'of', u'amendment')	1874
474	(u'the', u'chairman', u'of', u'the')	1867
475	(u'enacting', u'provisions', u'set', u'out')	1867
476	(u'applicable', u'to', u'taxable', u'years')	1855
477	(u'the', u'tax', u'imposed', u'by')	1853
478	(u'the', u'expiration', u'of', u'the')	1850
479	(u'fr', u'stat', u'set', u'out')	1848
480	(u'or', u'more', u'of', u'the')	1845
481	(u'for', u'fiscal', u'year', u'for')	1844
482	(u'revised', u'source', u'us', u'code')	1843
483	(u'on', u'behalf', u'of', u'the')	1840
484	(u'under', u'sections', u'and', u'of')	1833
485	(u'is', u'classified', u'principally', u'to')	1832
486	(u'be', u'subject', u'to', u'the')	1832
487	(u'of', u'this', u'section', u'in')	1826
488	(u'beginning', u'after', u'dec', u'see')	1820
489	(u'amending', u'this', u'section', u'shall')	1813
490	(u'of', u'chapter', u'of', u'this')	1811
491	(u'terms', u'and', u'conditions', u'as')	1810
492	(u'appendix', u'to', u'title', u'government')	1809
493	(u'see', u'note', u'set', u'out')	1809
494	(u'generally', u'prior', u'to', u'amendment')	1809
495	(u'in', u'such', u'manner', u'as')	1807
496	(u'section', u'of', u'title', u'the')	1806
497	(u'united', u'states', u'district', u'court')	1805
498	(u'of', u'the', u'district', u'of')	1805
499	(u'office', u'of', u'management', u'and')	1803
500	(u'table', u'iiistatutes', u'at', u'large')	1795
501	(u'classified', u'generally', u'to', u'chapter')	1791
502	(u'purposes', u'of', u'this', u'subchapter')	1788
503	(u'of', u'this', u'title', u'subchapter')	1787
504	(u'the', u'united', u'states', u'code')	1786
505	(u'substituted', u'for', u'the', u'words')	1785
506	(u'within', u'days', u'after', u'the')	1785
507	(u'such', u'terms', u'and', u'conditions')	1783
508	(u'the', u'head', u'of', u'the')	1781
509	(u'of', u'management', u'and', u'budget')	1781
510	(u'on', u'or', u'after', u'the')	1780
511	(u'provided', u'in', u'section', u'of')	1780
512	(u'of', u'the', u'provisions', u'of')	1776
513	(u'by', u'the', u'secretary', u'under')	1765
514	(u'chapter', u'is', u'referred', u'to')	1765
515	(u'but', u'not', u'limited', u'to')	1763
516	(u'title', u'may', u'be', u'cited')	1759
517	(u'the', u'united', u'states', u'is')	1758
518	(u'this', u'chapter', u'is', u'referred')	1758
519	(u'section', u'act', u'aug', u'ch')	1753
520	(u'are', u'substituted', u'for', u'the')	1748
521	(u'designated', u'existing', u'provisions', u'as')	1742
522	(u'day', u'of', u'the', u'first')	1735
523	(u'act', u'mar', u'ch', u'stat')	1732
524	(u'as', u'amended', u'oct', u'pub')	1729
525	(u'to', u'be', u'appropriated', u'for')	1728
526	(u'taxable', u'years', u'ending', u'after')	1722
527	(u'by', u'the', u'secretary', u'to')	1722
528	(u'for', u'not', u'more', u'than')	1720
529	(u'federal', u'rules', u'of', u'civil')	1713
530	(u'with', u'the', u'advice', u'and')	1708
531	(u'year', u'in', u'which', u'the')	1704
532	(u'prior', u'to', u'the', u'general')	1703
533	(u'approved', u'by', u'the', u'secretary')	1702
534	(u'app', u'app', u'app', u'app')	1698
535	(u'under', u'regulations', u'prescribed', u'by')	1697
536	(u'title', u'money', u'and', u'finance')	1696
537	(u'office', u'of', u'personnel', u'management')	1691
538	(u'not', u'to', u'exceed', u'for')	1691
539	(u'any', u'case', u'in', u'which')	1690
540	(u'officers', u'and', u'employees', u'of')	1689
541	(u'stat', u'mar', u'ch', u'stat')	1689
542	(u'sections', u'title', u'section', u'title')	1687
543	(u'gen', u'erally', u'this', u'index')	1686
544	(u'oct', u'stat', u'provided', u'that')	1684
545	(u'title', u'amendment', u'by', u'section')	1683
546	(u'social', u'security', u'act', u'usc')	1681
547	(u'of', u'this', u'title', u'subsec')	1680
548	(u'title', u'section', u'sections', u'of')	1679
549	(u'under', u'this', u'section', u'the')	1676
550	(u'shall', u'submit', u'to', u'the')	1676
551	(u'government', u'of', u'the', u'united')	1675
552	(u'for', u'purposes', u'of', u'the')	1673
553	(u'of', u'the', u'coast', u'guard')	1673
554	(u'of', u'this', u'ap', u'pendix')	1672
555	(u'title', u'shall', u'apply', u'to')	1671
556	(u'housing', u'and', u'urban', u'development')	1670
557	(u'defined', u'in', u'section', u'of')	1667
558	(u'district', u'court', u'of', u'the')	1666
559	(u'of', u'the', u'cost', u'of')	1665
560	(u'stat', u'aug', u'ch', u'stat')	1665
561	(u'this', u'section', u'may', u'be')	1663
562	(u'not', u'later', u'than', u'days')	1661
563	(u'sections', u'this', u'chapter', u'is')	1659
564	(u'gener', u'ally', u'this', u'index')	1658
565	(u'section', u'title', u'sections', u'title')	1653
566	(u'of', u'this', u'title', u'pub')	1650
567	(u'referred', u'to', u'in', u'subsecs')	1649
568	(u'stat', u'july', u'ch', u'stat')	1647
